 	Accuracy	Sensitivity	Specificity	MCC	F1
Interneuron	0.807692307692	0.78600731111	0.922918830766	0.594203151602	0.626626202281
S1 Pyramidal	0.9375	0.877477676373	0.91494637387	0.681613727306	0.716448982243
CA1 Pyramidal	0.990099009901	0.955634521026	0.888467722422	0.809197812691	0.869639516319
Oligodendrocyte	0.927710843373	0.984240740998	0.882283225436	0.805859075291	0.854447362209
Microglia	0.777777777778	0.776515151515	0.914299116196	0.396909360968	0.361935794145
Endothelial	0.944444444444	0.847160566472	0.913599049352	0.526475967811	0.519111940225
Astrocyte	0.909090909091	0.902746773885	0.910274147426	0.576965639149	0.568492873689
Ependymal	0.5	0.316666666667	0.915380777862	0.0677014534612	0.0513581636801
Mural	0.8	0.772417582418	0.914009869995	0.29183280761	0.228817464619
Global Evaluations	0.909759562842	0.802096332274	0.908464345925	0.527862110654	0.532986477712
