 	Accuracy	Sensitivity	Specificity	MCC	F1
Interneuron	0.948717948718	0.793732599215	0.924377353723	0.604400415605	0.636013629534
S1 Pyramidal	0.96875	0.861736246162	0.920127599344	0.682310608052	0.718679151001
CA1 Pyramidal	0.979591836735	0.96000514414	0.890753940489	0.815726985662	0.873761415974
Oligodendrocyte	0.924050632911	0.985151723583	0.885307267037	0.812637932331	0.85997955226
Microglia	0.888888888889	0.800832500833	0.916709311082	0.408516116604	0.37030375398
Endothelial	0.882352941176	0.871339959061	0.915096421745	0.547966291835	0.538906642015
Astrocyte	0.6875	0.894188681545	0.913474073664	0.581900438273	0.576604809088
Ependymal	0.0	0.166666666667	0.918156375375	0.0480883779534	0.0489499389499
Mural	0.375	0.710833333333	0.916883431562	0.301090782108	0.249681744209
Global Evaluations	0.912508196721	0.782720761615	0.911209530447	0.533626438714	0.54143118189
