 	Accuracy	Sensitivity	Specificity	MCC	F1
Interneuron	0.916666666667	0.96379414838	0.954710088551	0.796099285207	0.806275876821
S1 Pyramidal	0.918918918919	0.947343689282	0.956889313734	0.82677931897	0.844429197137
CA1 Pyramidal	0.988372093023	0.966932233669	0.950274596865	0.900665975042	0.932163574628
Oligodendrocyte	0.976470588235	0.972230117539	0.949758532837	0.894362245009	0.922768854453
Microglia	0.928571428571	0.939926739927	0.956616079676	0.606152406672	0.572302142227
Endothelial	1.0	0.939250333	0.956567412578	0.710292865277	0.704230322654
Astrocyte	0.958333333333	0.943328575611	0.956477920422	0.73428446642	0.734321475584
Ependymal	0.5	0.571428571429	0.958383891927	0.238933038071	0.186602052918
Mural	1.0	0.838571428571	0.958945441514	0.469888801626	0.420935861524
Global Evaluations	0.955754098361	0.89808953749	0.955402586456	0.686384266922	0.680447706438
