 	Accuracy	Sensitivity	Specificity	MCC	F1
Interneuron	0.875	0.843675072939	0.921079938884	0.631246939383	0.655591678239
S1 Pyramidal	0.888888888889	0.874262352634	0.919034893269	0.688268880347	0.722382618919
CA1 Pyramidal	0.979591836735	0.953428525385	0.895387750681	0.816472454509	0.874631305712
Oligodendrocyte	0.884615384615	0.979532524305	0.889070368458	0.811167266933	0.85919617479
Microglia	0.666666666667	0.816295093795	0.917029172057	0.419840028452	0.379490490615
Endothelial	1.0	0.835967633307	0.917642226285	0.533626972771	0.527728878666
Astrocyte	0.833333333333	0.902741702742	0.914088150581	0.582826053442	0.574762361435
Ependymal	0.0	0.386666666667	0.919025157263	0.0840150853198	0.0560693895477
Mural	0.5	0.755	0.918470744978	0.292750859888	0.233474805467
Global Evaluations	0.913448087432	0.816396619086	0.91231426694	0.540023837894	0.542591967044
