 	Accuracy	Sensitivity	Specificity	MCC	F1
Interneuron	0.888888888889	0.807303549759	0.923021125495	0.604712635592	0.632428335557
S1 Pyramidal	0.888888888889	0.862342651917	0.919036800029	0.67910817952	0.714042625957
CA1 Pyramidal	0.989690721649	0.956091318875	0.89056451946	0.812203544944	0.871298605303
Oligodendrocyte	0.947368421053	0.985115979167	0.88349348421	0.80915367964	0.857858775396
Microglia	0.9	0.800584415584	0.916066698744	0.401330422314	0.360146251432
Endothelial	1.0	0.828927488061	0.916265512204	0.516203131987	0.508390067539
Astrocyte	0.888888888889	0.922734487734	0.910578770184	0.586421409586	0.57545607596
Ependymal	0.25	0.2	0.917088091905	0.0499069511605	0.0464468162744
Mural	1.0	0.786111111111	0.915459288992	0.306676300788	0.241811774563
Global Evaluations	0.911475409836	0.794356778023	0.910174921247	0.529524028392	0.53420881422
