 	Accuracy	Sensitivity	Specificity	MCC	F1
Interneuron	1.0	0.881434567962	0.918960268127	0.644833426594	0.662262756801
S1 Pyramidal	0.925	0.920726667762	0.91417319196	0.708827692254	0.736806105216
CA1 Pyramidal	0.964285714286	0.938597829278	0.90443107932	0.814772240068	0.873589824549
Oligodendrocyte	0.954545454545	0.96852767795	0.895925396516	0.812701091544	0.861368345353
Microglia	0.833333333333	0.814278499278	0.91811781197	0.424720421329	0.385570983117
Endothelial	0.894736842105	0.851104231166	0.919393251647	0.545344641619	0.540165066855
Astrocyte	1.0	0.895611746758	0.916704403911	0.58550698658	0.57975511305
Ependymal	0.0	0.416666666667	0.9204544775	0.0897080850623	0.0574413461012
Mural	0.8	0.585897435897	0.920586710653	0.2580424987	0.22470550265
Global Evaluations	0.915147540984	0.808093924747	0.914305176845	0.54271745375	0.546851671521
