 	Accuracy	Sensitivity	Specificity	MCC	F1
Interneuron	0.705882352941	0.796311350441	0.925766187118	0.607964924563	0.636106035629
S1 Pyramidal	0.897435897436	0.874290748327	0.918253481724	0.691290291143	0.725514757605
CA1 Pyramidal	0.913043478261	0.955250953723	0.892489983041	0.814901324226	0.87340480212
Oligodendrocyte	0.948717948718	0.983219178813	0.886910807463	0.811139790007	0.858372407849
Microglia	0.846153846154	0.783461538462	0.917650906531	0.3976039695	0.360613876394
Endothelial	0.9375	0.857658031141	0.916856061702	0.541725987552	0.533419421987
Astrocyte	0.952380952381	0.918308270677	0.912585587911	0.59401798892	0.585542022457
Ependymal	0.0	0.25	0.919005371118	0.056003531513	0.0464227528744
Mural	0.75	0.792261904762	0.916719581358	0.319822070632	0.256343805729
Global Evaluations	0.913087431694	0.801195775149	0.911804218663	0.537163319784	0.541748875849
