 	Accuracy	Sensitivity	Specificity	MCC	F1
Interneuron	0.833333333333	0.779309696427	0.922781946366	0.589400097406	0.620926786984
S1 Pyramidal	0.837209302326	0.84713644104	0.918663222747	0.669105852592	0.706739221346
CA1 Pyramidal	0.9	0.963695199627	0.883544964013	0.809890977588	0.869986971963
Oligodendrocyte	0.988235294118	0.987571105004	0.879111719195	0.805904635223	0.855254226718
Microglia	0.769230769231	0.757179487179	0.914071352177	0.38485094329	0.352017103771
Endothelial	0.894736842105	0.843736867745	0.912796014306	0.52448270981	0.517141516449
Astrocyte	0.764705882353	0.917788439631	0.908213648878	0.578194191417	0.566340825608
Ependymal	-1	0.275	0.914087623932	0.0696517743042	0.0562766344101
Mural	0.777777777778	0.674920634921	0.913428277144	0.274160359661	0.225695569798
Global Evaluations	0.908846994536	0.782926430175	0.907410974306	0.522849060143	0.530042095227
