 	Accuracy	Sensitivity	Specificity	MCC	F1
Interneuron	0.913043478261	0.900851523034	0.931140292383	0.689516587922	0.706046104956
S1 Pyramidal	0.93023255814	0.932174483178	0.927602291128	0.747339726433	0.772252858377
CA1 Pyramidal	0.946808510638	0.973112839692	0.906961481271	0.847720503743	0.89599564401
Oligodendrocyte	0.944444444444	0.972905188829	0.911637169655	0.836728562047	0.878743752939
Microglia	1.0	0.862240537241	0.930116917448	0.469190672624	0.426303069575
Endothelial	0.909090909091	0.886559982845	0.930768939517	0.59868445882	0.591605022125
Astrocyte	0.818181818182	0.839780430888	0.934159287091	0.596490208118	0.60186178174
Ependymal	-1	0.111666666667	0.934815288517	0.0253780247815	0.032825311943
Mural	0.5	0.595833333333	0.935458490185	0.272144199888	0.23830966987
Global Evaluations	0.928081967213	0.786124998412	0.926962239688	0.564799216042	0.571549246171
