 	Accuracy	Sensitivity	Specificity	MCC	F1
Interneuron	0.8	0.794051859877	0.920684064089	0.592192724439	0.622047457514
S1 Pyramidal	1.0	0.863774690589	0.915081689687	0.671310475111	0.706705240483
CA1 Pyramidal	0.978260869565	0.954536610775	0.887600846347	0.807615122621	0.868667943825
Oligodendrocyte	0.929411764706	0.985787904659	0.879722486725	0.804006639319	0.853150448157
Microglia	1.0	0.763363858364	0.913997600657	0.376951723786	0.341031624921
Endothelial	0.9	0.845386215092	0.912997203854	0.525297080073	0.518295582736
Astrocyte	0.88	0.904521131043	0.908623039569	0.572930250585	0.564546952677
Ependymal	0.2	0.26	0.914382262333	0.0573678179536	0.047543049543
Mural	1.0	0.670992063492	0.913730817536	0.274891504558	0.227816967563
Global Evaluations	0.908775956284	0.782490481543	0.907424445644	0.520284815383	0.527756140824
