 	Accuracy	Sensitivity	Specificity	MCC	F1
Interneuron	0.787878787879	0.778825143325	0.921847923998	0.586010133804	0.618645358308
S1 Pyramidal	0.828571428571	0.859441937327	0.915212801145	0.670740986367	0.707066280801
CA1 Pyramidal	0.977777777778	0.958160487558	0.884495926719	0.806055572941	0.867007879561
Oligodendrocyte	0.925925925926	0.987211944174	0.878078507175	0.80310716035	0.852477300636
Microglia	0.714285714286	0.793906093906	0.911947614508	0.392290558287	0.352488278727
Endothelial	0.863636363636	0.841880860797	0.911308882651	0.52137342839	0.51480135815
Astrocyte	0.588235294118	0.906186996156	0.907345010714	0.571226643845	0.562059611417
Ependymal	0.333333333333	0.286666666667	0.913057617719	0.0625883495392	0.0506517638181
Mural	0.8	0.691428571429	0.911996264767	0.277317402918	0.226148412647
Global Evaluations	0.907491803279	0.789300966815	0.906143394377	0.521190026271	0.527927360452
