 	Accuracy	Sensitivity	Specificity	MCC	F1
Interneuron	0.76	0.831378167206	0.919692363117	0.616254991041	0.642164108001
S1 Pyramidal	0.957446808511	0.881519933197	0.915786717531	0.686408928104	0.719755641899
CA1 Pyramidal	0.978947368421	0.952514628179	0.892660657733	0.811840816455	0.87151781537
Oligodendrocyte	0.922077922078	0.978186970592	0.886653052171	0.807899151576	0.85734094419
Microglia	0.615384615385	0.789990842491	0.915678031636	0.397944117308	0.359208560185
Endothelial	0.85	0.845259188696	0.915890206821	0.532752643067	0.526501727485
Astrocyte	0.8125	0.92290758352	0.911620411864	0.583735615592	0.571620971979
Ependymal	0.5	0.1	0.918456720129	0.00691978083148	0.0165165165165
Mural	0.6	0.712222222222	0.916135204672	0.282921956229	0.22797462594
Global Evaluations	0.911464480874	0.779331059567	0.910285929519	0.525186444467	0.532511212396
