 	Accuracy	Sensitivity	Specificity	MCC	F1
Interneuron	0.0740740740741	0.0250572731969	0.623199526578	-0.219164129409	0.0105950556824
S1 Pyramidal	0.204081632653	0.181712244833	0.622726812903	-0.136537383589	0.0983856299196
CA1 Pyramidal	-0.373626373626	0.998969072165	0.365853603465	0.391054810141	0.591978709308
Oligodendrocyte	0.5	0.507486258592	0.587775810907	0.0852255306094	0.388708845922
Microglia	0.444444444444	0.39508963259	0.571766005049	-0.0145382802389	0.0542130912823
Endothelial	1.0	0.637368245789	0.56123733672	0.0927901481866	0.145101321747
Astrocyte	0.35	0.430476553703	0.575335901828	0.00115036775901	0.113797378134
Ependymal	-1	0.0333333333333	0.570133484465	-0.0634351543695	0.00143884892086
Mural	1.0	0.446666666667	0.568139108242	0.00249649087921	0.0382473090486
Global Evaluations	0.56543715847	0.406239920097	0.560685287795	0.015449155552	0.160274021107
