 	Accuracy	Sensitivity	Specificity	MCC	F1
Interneuron	0.809523809524	0.820688459218	0.921958014926	0.610164373635	0.636213751654
S1 Pyramidal	0.954545454545	0.85291545576	0.920062649236	0.674259288702	0.711429664574
CA1 Pyramidal	0.955555555556	0.959780627424	0.889897656384	0.814114551565	0.87219355197
Oligodendrocyte	0.976470588235	0.970287556286	0.889779215537	0.806284472889	0.857726216432
Microglia	0.727272727273	0.759791042291	0.916804180912	0.390595386649	0.357403654395
Endothelial	0.809523809524	0.831082251082	0.916391780765	0.521751899142	0.514624503683
Astrocyte	0.6875	0.931271430388	0.91023011245	0.593653189268	0.581713183564
Ependymal	0.166666666667	0.366666666667	0.916153319595	0.101084030955	0.0763950028466
Mural	0.5	0.80253968254	0.914808497681	0.325982649682	0.259051718564
Global Evaluations	0.911841530055	0.810558130184	0.91067615861	0.537543315832	0.540750138631
