 	Accuracy	Sensitivity	Specificity	MCC	F1
Interneuron	0.857142857143	0.810273269144	0.92062263148	0.603145627097	0.632703460535
S1 Pyramidal	0.914285714286	0.846286949907	0.919273105029	0.67136977332	0.70945613798
CA1 Pyramidal	0.961165048544	0.960677911919	0.885441163247	0.80992010122	0.870064568334
Oligodendrocyte	0.936708860759	0.986951487632	0.881141275398	0.806338773851	0.854288163951
Microglia	0.888888888889	0.796572316572	0.914066380568	0.385041681603	0.347311630442
Endothelial	0.764705882353	0.8204268023	0.914853609925	0.51849146435	0.51560539627
Astrocyte	0.85	0.91844505211	0.90870407364	0.582867834206	0.572729641025
Ependymal	-1	0.253333333333	0.914706680584	0.063675412782	0.0546399535424
Mural	0.5	0.626031746032	0.914038286138	0.265559658893	0.225581067035
Global Evaluations	0.909464480874	0.779888763217	0.908094134001	0.522934480813	0.531375557679
