 	Accuracy	Sensitivity	Specificity	MCC	F1
Interneuron	0.933333333333	0.811669964868	0.921880742106	0.604803701128	0.632269475681
S1 Pyramidal	0.909090909091	0.858792580066	0.918210390599	0.676177660478	0.712237016304
CA1 Pyramidal	0.958333333333	0.957688257979	0.88894980532	0.810887751298	0.870115452486
Oligodendrocyte	0.96511627907	0.98632869566	0.88222812332	0.807789135381	0.855976153386
Microglia	0.888888888889	0.774667277167	0.915680821345	0.391787591439	0.356055748316
Endothelial	0.666666666667	0.829846675512	0.915195729144	0.52417871024	0.519677199588
Astrocyte	0.833333333333	0.919719148002	0.910075416917	0.581622391116	0.570302398749
Ependymal	0.5	0.275	0.916047128491	0.0607828571524	0.0493292339844
Mural	0.75	0.754047619048	0.91437811706	0.298474708481	0.238498408121
Global Evaluations	0.910486338798	0.796417802034	0.909182919367	0.528500500746	0.533829009624
