 	Accuracy	Sensitivity	Specificity	MCC	F1
Interneuron	0.954545454545	0.845735410064	0.921155168151	0.627595842033	0.650884109976
S1 Pyramidal	0.9375	0.878408658128	0.91886778712	0.690888727242	0.72389723059
CA1 Pyramidal	0.989690721649	0.951035906913	0.895849581611	0.815396837767	0.873683474329
Oligodendrocyte	0.94623655914	0.977384243056	0.889425436101	0.811022805883	0.859688927939
Microglia	0.909090909091	0.781766844267	0.917810867266	0.40703274375	0.372169164134
Endothelial	0.941176470588	0.84599854394	0.917393896207	0.535804981177	0.52801385049
Astrocyte	1.0	0.912604303909	0.913407105856	0.590450560231	0.582005925205
Ependymal	0.0	0.186666666667	0.919097767713	0.0448618871037	0.0448004201681
Mural	1.0	0.712972027972	0.918152809562	0.282927998351	0.231851352981
Global Evaluations	0.913475409836	0.788063622768	0.912351157732	0.533998042615	0.540777161757
