 	Accuracy	Sensitivity	Specificity	MCC	F1
Interneuron	0.782051282051	0.75641025641	0.927184466019	0.567747521046	0.598984771574
S1 Pyramidal	1.0	0.872	0.918918918919	0.69561962584	0.734006734007
CA1 Pyramidal	0.952727272727	0.96	0.891547049442	0.812834813624	0.869851729819
Oligodendrocyte	0.95219123506	0.988047808765	0.883256528418	0.813880806152	0.862608695652
Microglia	0.846153846154	0.769230769231	0.916666666667	0.377382859875	0.336134453782
Endothelial	0.901960784314	0.921568627451	0.911868390129	0.562853586033	0.543352601156
Astrocyte	0.984375	0.9375	0.910501193317	0.6103007357	0.603015075377
Ependymal	0.111111111111	0.111111111111	0.920492721165	0.0115899466819	0.0246913580247
Mural	0.913043478261	0.652173913043	0.919226393629	0.306693463243	0.275229357798
Global Evaluations	0.912416851441	0.77422694289	0.911073591967	0.5287670398	0.538652753021
