 	Accuracy	Sensitivity	Specificity	MCC	F1
Interneuron	0.965909090909	0.943181818182	0.915233415233	0.68045362	0.691666666667
S1 Pyramidal	0.966101694915	0.898305084746	0.920918367347	0.709575710327	0.741258741259
CA1 Pyramidal	0.982517482517	0.958041958042	0.899350649351	0.82523046604	0.881028938907
Oligodendrocyte	0.95652173913	0.97628458498	0.895223420647	0.821258093081	0.869718309859
Microglia	0.870967741935	0.838709677419	0.920780711825	0.450727064869	0.412698412698
Endothelial	0.888888888889	0.911111111111	0.918319719953	0.549701739601	0.525641025641
Astrocyte	0.890909090909	0.781818181818	0.926800472255	0.528703055664	0.5375
Ependymal	0.0	0.0	0.927211646137	-0.0279762483484	0.0
Mural	0.470588235294	0.470588235294	0.926553672316	0.198017292573	0.177777777778
Global Evaluations	0.917960088692	0.753115627955	0.916710230563	0.526187865978	0.537476652534
