 	Accuracy	Sensitivity	Specificity	MCC	F1
Interneuron	0.990384615385	0.971153846154	0.954887218045	0.824057202425	0.838174273859
S1 Pyramidal	1.0	0.917431192661	0.962168978562	0.816309445115	0.836820083682
CA1 Pyramidal	0.996677740864	0.97342192691	0.948419301165	0.906025011627	0.9376
Oligodendrocyte	0.986784140969	0.964757709251	0.954074074074	0.890855000874	0.918238993711
Microglia	1.0	0.933333333333	0.957568807339	0.617773770408	0.589473684211
Endothelial	0.925925925926	0.981481481481	0.955188679245	0.737819905866	0.731034482759
Astrocyte	0.946428571429	0.964285714286	0.956264775414	0.73755716297	0.734693877551
Ependymal	0.8	0.6	0.960762331839	0.281882267341	0.235294117647
Mural	0.818181818182	0.818181818182	0.95847362514	0.387478657923	0.315789473684
Global Evaluations	0.956762749446	0.902671891362	0.956423087869	0.688862047172	0.681902109678
