 	Accuracy	Sensitivity	Specificity	MCC	F1
Interneuron	0.736263736264	0.736263736264	0.909987669544	0.537515658849	0.580086580087
S1 Pyramidal	0.951219512195	0.813008130081	0.905006418485	0.624473789549	0.673400673401
CA1 Pyramidal	0.916083916084	0.965034965035	0.858766233766	0.781714372917	0.850539291217
Oligodendrocyte	0.91393442623	1.0	0.852583586626	0.781063255944	0.834188034188
Microglia	0.551724137931	0.551724137931	0.903780068729	0.255924184904	0.248062015504
Endothelial	0.95652173913	0.782608695652	0.898364485981	0.436540480673	0.426035502959
Astrocyte	0.91935483871	0.887096774194	0.892857142857	0.537245133732	0.531400966184
Ependymal	0.333333333333	0.333333333333	0.896205357143	0.0607836757769	0.039603960396
Mural	0.933333333333	0.6	0.897406989853	0.202596593718	0.15652173913
Global Evaluations	0.892461197339	0.741007752499	0.890550883665	0.468650794007	0.482204307007
