 	Accuracy	Sensitivity	Specificity	MCC	F1
Interneuron	0.87323943662	0.802816901408	0.914560770156	0.553607641613	0.572864321608
S1 Pyramidal	0.98275862069	0.844827586207	0.91475826972	0.657720564468	0.697508896797
CA1 Pyramidal	0.947183098592	0.961267605634	0.880258899676	0.803359581856	0.86529318542
Oligodendrocyte	0.96992481203	0.977443609023	0.875786163522	0.803306592118	0.859504132231
Microglia	0.642857142857	0.642857142857	0.914187643021	0.317694071378	0.297520661157
Endothelial	0.868852459016	0.803278688525	0.913198573127	0.526063428159	0.535519125683
Astrocyte	0.854545454545	0.909090909091	0.905548996458	0.555019707222	0.540540540541
Ependymal	0.2	0.2	0.909698996656	0.028331529879	0.0229885057471
Mural	0.875	0.6875	0.909706546275	0.261740114825	0.205607476636
Global Evaluations	0.905764966741	0.758786938083	0.904189428735	0.500760359057	0.510816316202
