 	Accuracy	Sensitivity	Specificity	MCC	F1
Interneuron	0.0	0.0	0.610086100861	-0.243557455702	0.0
S1 Pyramidal	0.142857142857	0.133333333333	0.604767879548	-0.174494618417	0.0645161290323
CA1 Pyramidal	-0.398601398601	1.0	0.340909090909	0.375361097821	0.584867075665
Oligodendrocyte	0.474509803922	0.466666666667	0.582689335394	0.0448775067613	0.369565217391
Microglia	0.222222222222	0.222222222222	0.56351039261	-0.0847710891243	0.0379146919431
Endothelial	0.705882352941	0.647058823529	0.544065804935	0.0884815936533	0.139830508475
Astrocyte	0.518518518519	0.518518518519	0.551886792453	0.0335588191798	0.121212121212
Ependymal	0.0	0.0	0.553571428571	-0.0730465581565	0.0
Mural	0.4	0.4	0.553287981859	-0.0138382092254	0.0379146919431
Global Evaluations	0.549889135255	0.376422173808	0.544974978571	-0.00526987924555	0.150646715073
