 	Accuracy	Sensitivity	Specificity	MCC	F1
Interneuron	0.853658536585	0.80487804878	0.913414634146	0.575339635186	0.602739726027
S1 Pyramidal	0.947826086957	0.852173913043	0.911054637865	0.653865199531	0.6925795053
CA1 Pyramidal	0.989830508475	0.938983050847	0.886326194399	0.79624481721	0.864274570983
Oligodendrocyte	0.924603174603	0.988095238095	0.870769230769	0.798552245346	0.851282051282
Microglia	0.782608695652	0.739130434783	0.907849829352	0.327724059817	0.280991735537
Endothelial	0.943396226415	0.811320754717	0.909305064782	0.499008104198	0.49710982659
Astrocyte	0.964285714286	0.875	0.905437352246	0.537938515003	0.52972972973
Ependymal	0.3	0.3	0.910313901345	0.0761849891067	0.0645161290323
Mural	0.9375	0.8125	0.905191873589	0.305795488409	0.230088495575
Global Evaluations	0.90354767184	0.791342382252	0.902184746499	0.507850339312	0.512590196673
