 	Accuracy	Sensitivity	Specificity	MCC	F1
Interneuron	0.827160493827	0.802469135802	0.919610231425	0.585917118425	0.61320754717
S1 Pyramidal	0.968503937008	0.905511811024	0.909677419355	0.70220788725	0.737179487179
CA1 Pyramidal	0.982698961938	0.955017301038	0.887438825449	0.808889701964	0.870662460568
Oligodendrocyte	0.939759036145	0.987951807229	0.879019908116	0.807293779541	0.857142857143
Microglia	0.866666666667	0.8	0.912844036697	0.407123532882	0.369230769231
Endothelial	0.925	0.725	0.917633410673	0.421366248213	0.414285714286
Astrocyte	0.811320754717	0.905660377358	0.909305064782	0.55470931299	0.539325842697
Ependymal	0.230769230769	0.230769230769	0.919010123735	0.0646533637089	0.0681818181818
Mural	0.85	0.7	0.913832199546	0.301578021265	0.254545454545
Global Evaluations	0.909090909091	0.779153295913	0.907596802198	0.51708210736	0.524862439
