 	Accuracy	Sensitivity	Specificity	MCC	F1
Interneuron	0.848837209302	0.837209302326	0.90931372549	0.595251074732	0.620689655172
S1 Pyramidal	0.926229508197	0.795081967213	0.919230769231	0.639519316169	0.687943262411
CA1 Pyramidal	0.935018050542	0.967509025271	0.8736	0.797482124784	0.858974358974
Oligodendrocyte	0.930041152263	0.991769547325	0.869499241275	0.79483458249	0.845614035088
Microglia	0.903225806452	0.870967741935	0.90355912744	0.429513364746	0.380281690141
Endothelial	0.963636363636	0.818181818182	0.907910271547	0.50628314681	0.505617977528
Astrocyte	0.91935483871	0.887096774194	0.903571428571	0.559043912172	0.555555555556
Ependymal	0.111111111111	0.111111111111	0.910414333707	0.00748315999733	0.0222222222222
Mural	0.470588235294	0.470588235294	0.910734463277	0.175650877267	0.153846153846
Global Evaluations	0.90243902439	0.749946169206	0.900870373393	0.500562395463	0.514527212327
