 	Accuracy	Sensitivity	Specificity	MCC	F1
Interneuron	0.811111111111	0.777777777778	0.922413793103	0.591871130767	0.627802690583
S1 Pyramidal	0.967741935484	0.822580645161	0.921593830334	0.66597724376	0.710801393728
CA1 Pyramidal	0.95818815331	0.94425087108	0.891056910569	0.803761373507	0.8672
Oligodendrocyte	0.934362934363	0.984555984556	0.877138413686	0.807348860987	0.860033726813
Microglia	0.909090909091	0.909090909091	0.907954545455	0.399688773374	0.325203252033
Endothelial	0.978260869565	0.913043478261	0.907710280374	0.529798197434	0.502994011976
Astrocyte	0.911111111111	0.911111111111	0.907817969662	0.524987498623	0.49696969697
Ependymal	0.25	0.25	0.913870246085	0.0543501060127	0.0459770114943
Mural	0.761904761905	0.761904761905	0.911464245176	0.33233885386	0.278260869565
Global Evaluations	0.907982261641	0.808257282105	0.906780026049	0.523346893147	0.523915850351
