 	Accuracy	Sensitivity	Specificity	MCC	F1
Interneuron	0.0	0.0	0.601234567901	-0.251717484786	0.0
S1 Pyramidal	0.198198198198	0.189189189189	0.589127686473	-0.14976382365	0.0919037199125
CA1 Pyramidal	-0.492700729927	1.0	0.339171974522	0.367261708571	0.569055036345
Oligodendrocyte	0.481481481481	0.473251028807	0.564491654021	0.0336884153444	0.356589147287
Microglia	0.44	0.44	0.54275940707	-0.0056816614329	0.0503432494279
Endothelial	0.648148148148	0.611111111111	0.535377358491	0.0696045300478	0.137214137214
Astrocyte	0.315068493151	0.301369863014	0.560916767189	-0.0759095291561	0.0958605664488
Ependymal	0.0	0.0	0.544742729306	-0.0857769972879	0.0
Mural	0.5	0.5	0.540909090909	0.0126614655052	0.0503432494279
Global Evaluations	0.539911308204	0.390546799125	0.535414581765	-0.00951481964939	0.150145456229
