 	Accuracy	Sensitivity	Specificity	MCC	F1
Interneuron	0.796116504854	0.796116504854	0.909887359199	0.596743807096	0.63813229572
S1 Pyramidal	0.97520661157	0.826446280992	0.90781049936	0.63700158683	0.682593856655
CA1 Pyramidal	0.954385964912	0.947368421053	0.87358184765	0.784038442062	0.85308056872
Oligodendrocyte	0.95358649789	0.978902953586	0.867669172932	0.778775856914	0.833034111311
Microglia	0.75	0.71875	0.903448275862	0.355949154456	0.330935251799
Endothelial	0.905660377358	0.811320754717	0.902237926973	0.484066848897	0.480446927374
Astrocyte	0.78431372549	0.901960784314	0.896592244418	0.518585799308	0.497297297297
Ependymal	0.428571428571	0.285714285714	0.901675977654	0.0548666305032	0.0412371134021
Mural	0.538461538462	0.846153846154	0.897637795276	0.279916675052	0.191304347826
Global Evaluations	0.89689578714	0.790303759043	0.895615677703	0.49888275568	0.505340196678
