 	Accuracy	Sensitivity	Specificity	MCC	F1
Interneuron	0.883116883117	0.844155844156	0.911515151515	0.586568676944	0.604651162791
S1 Pyramidal	0.944881889764	0.826771653543	0.918709677419	0.666019297592	0.71186440678
CA1 Pyramidal	0.982698961938	0.941176470588	0.889070146819	0.799426714842	0.864864864865
Oligodendrocyte	0.929961089494	0.980544747082	0.875968992248	0.801630593269	0.855687606112
Microglia	0.88	0.88	0.906499429875	0.404250064468	0.341085271318
Endothelial	0.964285714286	0.839285714286	0.910165484634	0.526988659037	0.525139664804
Astrocyte	0.980392156863	0.843137254902	0.909518213866	0.511861058084	0.502923976608
Ependymal	0.285714285714	0.285714285714	0.91061452514	0.0599281293413	0.0449438202247
Mural	0.846153846154	0.692307692308	0.908886389201	0.239077102524	0.174757281553
Global Evaluations	0.905764966741	0.792565962509	0.904549778969	0.510638921789	0.513990895006
