 	Accuracy	Sensitivity	Specificity	MCC	F1
Interneuron	0.760869565217	0.75	0.917283950617	0.564369146809	0.605263157895
S1 Pyramidal	0.962686567164	0.805970149254	0.916666666667	0.654225457133	0.705882352941
CA1 Pyramidal	0.902173913043	0.978260869565	0.865814696486	0.79658316917	0.857142857143
Oligodendrocyte	0.971074380165	0.97520661157	0.872727272727	0.785244963838	0.839857651246
Microglia	0.766666666667	0.733333333333	0.905963302752	0.358924557576	0.328358208955
Endothelial	0.913043478261	0.826086956522	0.904205607477	0.473062668428	0.457831325301
Astrocyte	0.852459016393	0.950819672131	0.896551724138	0.579301661995	0.563106796117
Ependymal	0.25	0.25	0.903118040089	0.0342879078863	0.0217391304348
Mural	0.882352941176	0.588235294118	0.906214689266	0.221107119904	0.181818181818
Global Evaluations	0.90022172949	0.761990320721	0.898727327802	0.496345183638	0.506777740206
