 	Accuracy	Sensitivity	Specificity	MCC	F1
Interneuron	0.72380952381	0.72380952381	0.917189460477	0.564456116226	0.615384615385
S1 Pyramidal	0.904761904762	0.847619047619	0.900878293601	0.61661118937	0.652014652015
CA1 Pyramidal	0.938566552901	0.955631399317	0.865353037767	0.784379465911	0.854961832061
Oligodendrocyte	0.955102040816	0.987755102041	0.8599695586	0.780859939627	0.835924006908
Microglia	0.75	0.75	0.900692840647	0.384776465905	0.362416107383
Endothelial	1.0	0.795454545455	0.899766899767	0.439415062919	0.424242424242
Astrocyte	0.846153846154	0.903846153846	0.894117647059	0.518207058048	0.497354497354
Ependymal	0.0	0.0	0.898663697105	-0.0223564115819	0.0
Mural	0.722222222222	0.611111111111	0.900452488688	0.228868830226	0.188034188034
Global Evaluations	0.894678492239	0.7305807648	0.893009324857	0.477246412961	0.492259147042
