 	Accuracy	Sensitivity	Specificity	MCC	F1
Interneuron	0.828947368421	0.815789473684	0.915254237288	0.574523552105	0.596153846154
S1 Pyramidal	0.991228070175	0.868421052632	0.912436548223	0.666476292659	0.702127659574
CA1 Pyramidal	0.96644295302	0.963087248322	0.879139072848	0.808918033708	0.872340425532
Oligodendrocyte	0.932489451477	0.987341772152	0.878195488722	0.799091363492	0.847826086957
Microglia	0.8125	0.75	0.912643678161	0.390415894601	0.363636363636
Endothelial	0.978723404255	0.808510638298	0.912280701754	0.483909137866	0.475
Astrocyte	0.878787878788	0.924242424242	0.905502392344	0.596730383247	0.592233009709
Ependymal	0.181818181818	0.181818181818	0.915824915825	0.0383534473748	0.0454545454545
Mural	0.714285714286	0.52380952381	0.916004540295	0.227010645345	0.207547169811
Global Evaluations	0.906873614191	0.758113368329	0.905253508385	0.509492083377	0.522479900759
