 	Accuracy	Sensitivity	Specificity	MCC	F1
Interneuron	0.692307692308	0.666666666667	0.913834951456	0.475437088042	0.517412935323
S1 Pyramidal	0.964601769912	0.867256637168	0.896070975919	0.632242731327	0.668941979522
CA1 Pyramidal	0.938566552901	0.959044368601	0.860426929392	0.78154369882	0.852807283763
Oligodendrocyte	0.975708502024	0.967611336032	0.864122137405	0.771010759603	0.831304347826
Microglia	0.733333333333	0.733333333333	0.897935779817	0.344574932137	0.312056737589
Endothelial	1.0	0.759259259259	0.900943396226	0.453321750332	0.458100558659
Astrocyte	0.719298245614	0.982456140351	0.886390532544	0.564750337382	0.535885167464
Ependymal	0.285714285714	0.285714285714	0.897206703911	0.0525356938898	0.039603960396
Mural	0.695652173913	0.608695652174	0.899886234357	0.253147804161	0.224
Global Evaluations	0.892461197339	0.758893075478	0.89075751567	0.480951643966	0.493345885616
