 	Accuracy	Sensitivity	Specificity	MCC	F1
Interneuron	0.817204301075	0.795698924731	0.919653893696	0.602512912235	0.637931034483
S1 Pyramidal	0.984	0.848	0.916344916345	0.67374903112	0.716216216216
CA1 Pyramidal	0.960714285714	0.957142857143	0.88424437299	0.80327177666	0.864516129032
Oligodendrocyte	0.933609958506	0.979253112033	0.880484114977	0.797995892277	0.848920863309
Microglia	0.857142857143	0.821428571429	0.909610983982	0.400341423624	0.353846153846
Endothelial	0.915254237288	0.813559322034	0.913404507711	0.527393039871	0.533333333333
Astrocyte	0.894736842105	0.912280701754	0.90650887574	0.565425318421	0.553191489362
Ependymal	0.0	0.0	0.911928651059	-0.0231314260969	0.0
Mural	1.0	0.785714285714	0.908783783784	0.283664586414	0.207547169811
Global Evaluations	0.906873614191	0.76811975276	0.905662677809	0.514580283836	0.523944709933
