 	Accuracy	Sensitivity	Specificity	MCC	F1
Interneuron	0.714285714286	0.690476190476	0.926650366748	0.531852856333	0.574257425743
S1 Pyramidal	0.93137254902	0.872549019608	0.90875	0.64459805625	0.674242424242
CA1 Pyramidal	0.975778546713	0.955017301038	0.880913539967	0.80089250235	0.865203761755
Oligodendrocyte	0.937743190661	0.984435797665	0.872868217054	0.800879806678	0.85472972973
Microglia	0.793103448276	0.724137931034	0.910652920962	0.358229552343	0.328125
Endothelial	0.964912280702	0.894736842105	0.905325443787	0.552492954468	0.542553191489
Astrocyte	0.868852459016	0.885245901639	0.906064209275	0.560429051261	0.556701030928
Ependymal	0.0	0.0	0.909698996656	-0.0234509106254	0.0
Mural	0.944444444444	0.777777777778	0.907239819005	0.310642573515	0.245614035088
Global Evaluations	0.90465631929	0.753819640149	0.903129279273	0.504062938063	0.515714066553
