 	Accuracy	Sensitivity	Specificity	MCC	F1
Interneuron	0.821428571429	0.785714285714	0.925427872861	0.594182708047	0.625592417062
S1 Pyramidal	0.991666666667	0.866666666667	0.919437340153	0.687340768818	0.724738675958
CA1 Pyramidal	0.917910447761	0.958955223881	0.892744479495	0.810716355985	0.866779089376
Oligodendrocyte	0.968	0.992	0.881901840491	0.814754690085	0.862608695652
Microglia	0.724137931034	0.724137931034	0.918671248568	0.374672456504	0.347107438017
Endothelial	0.949152542373	0.864406779661	0.915776986951	0.564039457355	0.563535911602
Astrocyte	0.955882352941	0.897058823529	0.913669064748	0.603703375143	0.606965174129
Ependymal	0.428571428571	0.428571428571	0.916201117318	0.107642135797	0.0705882352941
Mural	0.764705882353	0.705882352941	0.916384180791	0.288123204108	0.233009708738
Global Evaluations	0.912416851441	0.802599276889	0.911134903486	0.538352794649	0.544547260648
