 	Accuracy	Sensitivity	Specificity	MCC	F1
Interneuron	0.0142857142857	0.0	0.591346153846	-0.225610162117	0.0
S1 Pyramidal	0.158878504673	0.158878504673	0.59748427673	-0.162847056017	0.0765765765766
CA1 Pyramidal	-0.372413793103	0.996551724138	0.331699346405	0.36646969451	0.585020242915
Oligodendrocyte	0.4609375	0.44140625	0.586687306502	0.0256516859341	0.35534591195
Microglia	0.257142857143	0.257142857143	0.557093425606	-0.0723517929016	0.0420560747664
Endothelial	0.72	0.64	0.539906103286	0.0824809814299	0.135021097046
Astrocyte	0.412698412698	0.396825396825	0.556615017878	-0.0239066881323	0.108695652174
Ependymal	0.0	0.0	0.552808988764	-0.103186263763	0.0
Mural	0.368421052632	0.368421052632	0.54926387316	-0.02376461705	0.0330188679245
Global Evaluations	0.545454545455	0.362136198379	0.540322721353	-0.0152293575675	0.148414935928
