 	Accuracy	Sensitivity	Specificity	MCC	F1
Interneuron	0.777777777778	0.777777777778	0.915956151035	0.561144479995	0.591549295775
S1 Pyramidal	0.945736434109	0.84496124031	0.913324708926	0.669873760712	0.714754098361
CA1 Pyramidal	0.957746478873	0.954225352113	0.880258899676	0.797506823568	0.861685214626
Oligodendrocyte	0.91320754717	0.996226415094	0.864992150706	0.805012225062	0.858536585366
Microglia	0.75	0.75	0.908466819222	0.362152662467	0.325581395349
Endothelial	0.829268292683	0.853658536585	0.905923344948	0.472637126578	0.445859872611
Astrocyte	0.897959183673	0.877551020408	0.905041031653	0.515118737232	0.49710982659
Ependymal	0.111111111111	0.111111111111	0.911534154535	0.0079166874897	0.0224719101124
Mural	0.5625	0.5	0.910835214447	0.183698700193	0.155339805825
Global Evaluations	0.90354767184	0.740612383711	0.901814719461	0.486117911477	0.496987556068
