 	Accuracy	Sensitivity	Specificity	MCC	F1
Interneuron	0.802197802198	0.78021978022	0.923551171393	0.597824170738	0.633928571429
S1 Pyramidal	0.962962962963	0.861111111111	0.915617128463	0.660129711414	0.694029850746
CA1 Pyramidal	0.936395759717	0.957597173145	0.886914378029	0.808137977388	0.86858974359
Oligodendrocyte	0.955284552846	0.991869918699	0.878048780488	0.807535670631	0.856140350877
Microglia	0.925925925926	0.888888888889	0.909714285714	0.427882908129	0.369230769231
Endothelial	0.848484848485	0.80303030303	0.917464114833	0.548628684117	0.563829787234
Astrocyte	0.925925925926	0.888888888889	0.910377358491	0.550662672635	0.539325842697
Ependymal	0.285714285714	0.285714285714	0.913966480447	0.0619845294688	0.046511627907
Mural	0.9	0.7	0.913832199546	0.301578021265	0.254545454545
Global Evaluations	0.909090909091	0.795257816633	0.907720655267	0.529373816199	0.536236888695
