 	Accuracy	Sensitivity	Specificity	MCC	F1
Interneuron	0.818181818182	0.792207792208	0.916363636364	0.563735840864	0.589371980676
S1 Pyramidal	0.923076923077	0.82905982906	0.917197452229	0.653195183523	0.695340501792
CA1 Pyramidal	0.932203389831	0.966101694915	0.876441515651	0.807135860525	0.870229007634
Oligodendrocyte	0.953191489362	0.987234042553	0.877061469265	0.796352996927	0.845173041894
Microglia	0.833333333333	0.833333333333	0.908256880734	0.414628403881	0.37037037037
Endothelial	0.892307692308	0.769230769231	0.916367980884	0.522029955764	0.540540540541
Astrocyte	0.877192982456	0.929824561404	0.904142011834	0.570533850623	0.55497382199
Ependymal	0.111111111111	0.111111111111	0.913773796193	0.00879978586904	0.0229885057471
Mural	0.705882352941	0.764705882353	0.908474576271	0.299611162344	0.234234234234
Global Evaluations	0.905764966741	0.775867668463	0.904231035492	0.515113671147	0.524802444986
