 	Accuracy	Sensitivity	Specificity	MCC	F1
Interneuron	0.891089108911	0.831683168317	0.910112359551	0.618485386672	0.653696498054
S1 Pyramidal	1.0	0.842975206612	0.910371318822	0.653562820222	0.696245733788
CA1 Pyramidal	0.96875	0.954861111111	0.876221498371	0.794685459131	0.860719874804
Oligodendrocyte	0.924686192469	0.987447698745	0.870286576169	0.790071774506	0.841354723708
Microglia	0.689655172414	0.689655172414	0.908361970218	0.335994810913	0.31007751938
Endothelial	1.0	0.820512820513	0.904982618772	0.444075541058	0.418300653595
Astrocyte	0.913793103448	0.879310344828	0.902843601896	0.541113626718	0.534031413613
Ependymal	0.222222222222	0.222222222222	0.908174692049	0.0445962153157	0.0430107526882
Mural	0.722222222222	0.611111111111	0.907239819005	0.238380393387	0.198198198198
Global Evaluations	0.90133037694	0.75997542843	0.899843828317	0.495662891991	0.506181707536
