 	Accuracy	Sensitivity	Specificity	MCC	F1
Interneuron	0.806451612903	0.795698924731	0.91718170581	0.596939977888	0.632478632479
S1 Pyramidal	0.928	0.808	0.920205920206	0.653888500626	0.701388888889
CA1 Pyramidal	0.928315412186	0.964157706093	0.878009630819	0.800953628792	0.862179487179
Oligodendrocyte	0.94347826087	0.982608695652	0.877976190476	0.790994909157	0.840148698885
Microglia	0.782608695652	0.782608695652	0.907849829352	0.348193437645	0.295081967213
Endothelial	0.964285714286	0.910714285714	0.904255319149	0.55640148242	0.542553191489
Astrocyte	0.910447761194	0.925373134328	0.902994011976	0.594722813783	0.590476190476
Ependymal	0.272727272727	0.272727272727	0.912457912458	0.0710930827811	0.0652173913043
Mural	0.944444444444	0.666666666667	0.909502262443	0.266241527604	0.218181818182
Global Evaluations	0.90465631929	0.789839486841	0.903381420299	0.519936595633	0.527522918455
