 	Accuracy	Sensitivity	Specificity	MCC	F1
Interneuron	0.827160493827	0.79012345679	0.922046285018	0.583474849356	0.612440191388
S1 Pyramidal	0.983050847458	0.872881355932	0.915816326531	0.68157595389	0.717770034843
CA1 Pyramidal	0.957446808511	0.968085106383	0.883870967742	0.812644232456	0.870813397129
Oligodendrocyte	0.955465587045	0.975708502024	0.885496183206	0.804976424276	0.856127886323
Microglia	0.727272727273	0.69696969697	0.91829689298	0.378059872693	0.362204724409
Endothelial	0.964912280702	0.877192982456	0.912426035503	0.557933888569	0.552486187845
Astrocyte	0.916666666667	0.916666666667	0.90973871734	0.584469660406	0.575916230366
Ependymal	0.166666666667	0.166666666667	0.915178571429	0.0238095238095	0.0240963855422
Mural	1.0	0.611111111111	0.91628959276	0.252454199241	0.21359223301
Global Evaluations	0.910199556541	0.763933949444	0.908795508057	0.5199331783	0.531716363428
