 	Accuracy	Sensitivity	Specificity	MCC	F1
Interneuron	0.777777777778	0.767676767677	0.925280199253	0.605337803306	0.646808510638
S1 Pyramidal	0.862385321101	0.908256880734	0.907944514502	0.677207130002	0.70462633452
CA1 Pyramidal	0.96875	0.954861111111	0.885993485342	0.806611086481	0.86887835703
Oligodendrocyte	0.953191489362	0.974468085106	0.884557721139	0.79637792972	0.846580406654
Microglia	0.807692307692	0.769230769231	0.912100456621	0.367970678129	0.325203252033
Endothelial	0.944444444444	0.851851851852	0.911556603774	0.531414707578	0.525714285714
Astrocyte	0.984848484848	0.863636363636	0.911483253589	0.572902870241	0.578680203046
Ependymal	1.0	0.6	0.909698996656	0.130220304788	0.0674157303371
Mural	0.7	0.7	0.912698412698	0.299546964075	0.252252252252
Global Evaluations	0.907982261641	0.82110909215	0.906812627064	0.531954386035	0.535128814692
