 	Accuracy	Sensitivity	Specificity	MCC	F1
Interneuron	0.779069767442	0.767441860465	0.911764705882	0.554127824991	0.589285714286
S1 Pyramidal	0.875	0.884615384615	0.899749373434	0.637691361943	0.666666666667
CA1 Pyramidal	1.0	0.940397350993	0.876666666667	0.788123393588	0.860606060606
Oligodendrocyte	0.936	0.98	0.866564417178	0.785682975463	0.841924398625
Microglia	0.703703703704	0.703703703704	0.904	0.325601044788	0.292307692308
Endothelial	0.945454545455	0.836363636364	0.902007083825	0.504676304626	0.5
Astrocyte	0.862745098039	0.862745098039	0.900117508813	0.50328222668	0.488888888889
Ependymal	0.25	0.25	0.903803131991	0.0485987829835	0.0416666666667
Mural	0.684210526316	0.631578947368	0.903737259343	0.248132548912	0.206896551724
Global Evaluations	0.89800443459	0.761871775728	0.896490016348	0.488435162664	0.498693626641
