 	Accuracy	Sensitivity	Specificity	MCC	F1
Interneuron	0.863157894737	0.842105263158	0.919454770756	0.636459500558	0.666666666667
S1 Pyramidal	1.0	0.870967741935	0.917737789203	0.691337116771	0.72972972973
CA1 Pyramidal	0.966037735849	0.947169811321	0.896389324961	0.804823451107	0.862542955326
Oligodendrocyte	0.951417004049	0.971659919028	0.888549618321	0.805830245407	0.857142857143
Microglia	0.875	0.84375	0.913793103448	0.442483300501	0.402985074627
Endothelial	0.96	0.82	0.916666666667	0.511155762938	0.506172839506
Astrocyte	0.952380952381	0.904761904762	0.911799761621	0.590714193842	0.587628865979
Ependymal	0.666666666667	0.5	0.9140625	0.118389892908	0.0697674418605
Mural	0.85	0.75	0.914965986395	0.326700239143	0.272727272727
Global Evaluations	0.911308203991	0.827823848912	0.910379946819	0.547543744797	0.550595967063
