 	Accuracy	Sensitivity	Specificity	MCC	F1
Interneuron	0.875	0.774232153573	0.920459843328	0.578225720891	0.611351084446
S1 Pyramidal	0.853658536585	0.856518464737	0.913900649333	0.664083555799	0.70138278098
CA1 Pyramidal	0.989361702128	0.959507322419	0.881445378001	0.803566712722	0.865184282957
Oligodendrocyte	0.987804878049	0.985236307793	0.876382528404	0.800078741014	0.850813290342
Microglia	1.0	0.745238095238	0.911631085061	0.371698098205	0.338938354149
Endothelial	0.916666666667	0.821774078219	0.910152164384	0.500874439079	0.493899517752
Astrocyte	0.952380952381	0.907448666957	0.905954399029	0.567779345121	0.558089567437
Ependymal	0.0	0.366666666667	0.911745600251	0.0705485108354	0.0474785623061
Mural	1.0	0.676731601732	0.910697288027	0.267312898895	0.217597171077
Global Evaluations	0.906158469945	0.788150373037	0.904707659535	0.513796446951	0.520526067939
