 	Accuracy	Sensitivity	Specificity	MCC	F1
Interneuron	0.592592592593	0.774852946352	0.921372465609	0.581976057343	0.615329472613
S1 Pyramidal	0.878787878788	0.845796989011	0.917268145606	0.662825932599	0.701586770618
CA1 Pyramidal	0.952830188679	0.963972681144	0.880884727159	0.806636408833	0.86715381246
Oligodendrocyte	0.939024390244	0.985381395096	0.878195595509	0.802640900657	0.852246079385
Microglia	0.714285714286	0.753326118326	0.912068451304	0.3817049497	0.34883933318
Endothelial	0.941176470588	0.843398072945	0.911101319794	0.520969264288	0.512666135972
Astrocyte	0.85	0.917005515125	0.906688021462	0.579036281082	0.568230779276
Ependymal	0.0	0.325	0.91270346584	0.0653144840971	0.0464018927171
Mural	0.714285714286	0.730021645022	0.911362690623	0.286443431322	0.23073498755
Global Evaluations	0.907158469945	0.793195040336	0.905738320323	0.520838634436	0.527021029308
