 	Accuracy	Sensitivity	Specificity	MCC	F1
Interneuron	0.88	0.775932411674	0.919415471185	0.579043736306	0.611758823307
S1 Pyramidal	0.896551724138	0.847903077983	0.914011712515	0.65639113536	0.693857690373
CA1 Pyramidal	0.950495049505	0.96035513573	0.879777768189	0.80160786408	0.863219899354
Oligodendrocyte	0.987654320988	0.986806294649	0.874726617247	0.7993213753	0.850180091184
Microglia	0.636363636364	0.75645021645	0.910194332234	0.37076839781	0.334979170301
Endothelial	1.0	0.84765565317	0.909302560332	0.516244320005	0.506364147045
Astrocyte	0.809523809524	0.909860556111	0.905133280113	0.565738049907	0.555662062401
Ependymal	0.0	0.233333333333	0.910741651745	0.0538577125921	0.0446464646465
Mural	0.5	0.675714285714	0.910403663968	0.266219809359	0.217067905005
Global Evaluations	0.905196721311	0.777112329424	0.903745228614	0.512132488969	0.519748472624
