 	Accuracy	Sensitivity	Specificity	MCC	F1
Interneuron	0.774193548387	0.833352000624	0.919645037892	0.614647139589	0.639845956828
S1 Pyramidal	0.951219512195	0.848416211818	0.920140853865	0.672066372746	0.708971418433
CA1 Pyramidal	0.924731182796	0.95735673167	0.889716402517	0.812376289997	0.87148816295
Oligodendrocyte	0.939759036145	0.971394511461	0.889015291993	0.805622350672	0.856232925664
Microglia	1.0	0.761038128538	0.916761109391	0.388681890002	0.355530341509
Endothelial	0.789473684211	0.833031911329	0.916217874301	0.522139007854	0.516407144589
Astrocyte	0.944444444444	0.941924664603	0.909203847296	0.597672889004	0.584354615839
Ependymal	0.6	0.436666666667	0.915415068862	0.109392376603	0.0759934746587
Mural	0.5	0.789166666667	0.914129706364	0.323060437374	0.258276798804
Global Evaluations	0.911169398907	0.819149721486	0.910027243609	0.538406528204	0.540788982142
