 	Accuracy	Sensitivity	Specificity	MCC	F1
Interneuron	0.869565217391	0.877989489245	0.920456980645	0.646980760391	0.665948591574
S1 Pyramidal	0.897435897436	0.91212937837	0.916936452544	0.709056653785	0.73709491387
CA1 Pyramidal	1.0	0.944525225418	0.904027469645	0.819632862535	0.876999058202
Oligodendrocyte	0.975609756098	0.965884620258	0.898409119587	0.813748345605	0.862552449648
Microglia	0.875	0.820160533911	0.919789649246	0.420662110273	0.377720743417
Endothelial	0.95	0.852086267705	0.921040936532	0.54435711332	0.535662583246
Astrocyte	0.904761904762	0.904613452996	0.917292535089	0.591299339992	0.584716350747
Ependymal	0.5	0.241666666667	0.922442275807	0.0566393893931	0.0479221927498
Mural	0.625	0.649206349206	0.922602509937	0.272564246777	0.229383516896
Global Evaluations	0.91681420765	0.796473553753	0.915888658781	0.541660091341	0.546444488928
