 	Accuracy	Sensitivity	Specificity	MCC	F1
Interneuron	0.928571428571	0.767951142131	0.919962787772	0.574247550478	0.608765045867
S1 Pyramidal	0.955555555556	0.842937213568	0.91544085927	0.657813661644	0.697618281281
CA1 Pyramidal	0.967741935484	0.96303006939	0.879543289941	0.803216463493	0.864240035657
Oligodendrocyte	0.879518072289	0.983388730453	0.877011771649	0.797298053956	0.848532897492
Microglia	0.8	0.789624542125	0.910249516742	0.388455386166	0.348605812826
Endothelial	0.944444444444	0.824133089133	0.910519646266	0.504645534604	0.498408168367
Astrocyte	0.857142857143	0.900923520924	0.906458677591	0.559967705153	0.548605299276
Ependymal	0.5	0.24	0.91137952142	0.0546531077225	0.0462275399982
Mural	0.857142857143	0.780476190476	0.908666702839	0.308585518837	0.243740488579
Global Evaluations	0.905819672131	0.788051610911	0.904359197054	0.516542553562	0.522749285483
