 	Accuracy	Sensitivity	Specificity	MCC	F1
Interneuron	0.869565217391	0.806695973464	0.920698920232	0.59980540496	0.629348255548
S1 Pyramidal	0.921052631579	0.852798293114	0.917267090798	0.669758750806	0.707515558625
CA1 Pyramidal	0.938775510204	0.955303092092	0.888022288172	0.807690395667	0.867915461161
Oligodendrocyte	0.975609756098	0.98665753201	0.880063369724	0.806199432495	0.855618000834
Microglia	0.9	0.767799422799	0.913924462126	0.386797335484	0.351531819091
Endothelial	0.647058823529	0.837876476678	0.913502753728	0.52149480968	0.514193011448
Astrocyte	0.76	0.90290247489	0.909563617738	0.572432028176	0.563484738187
Ependymal	0.333333333333	0.24	0.914729447416	0.0552761339694	0.0489080052895
Mural	0.75	0.752777777778	0.912685417973	0.298055127443	0.236723627447
Global Evaluations	0.909136612022	0.78920122698	0.907828596434	0.524167713187	0.53058205307
