 	Accuracy	Sensitivity	Specificity	MCC	F1
Interneuron	0.888888888889	0.811085635031	0.921955846437	0.607501779279	0.635696567468
S1 Pyramidal	0.97619047619	0.851923669261	0.919728845001	0.676850403479	0.713274144963
CA1 Pyramidal	0.968421052632	0.96447124322	0.886791768702	0.814686022698	0.873416689692
Oligodendrocyte	0.988372093023	0.973337612767	0.88794608412	0.806756259029	0.857239240997
Microglia	0.75	0.767092352092	0.916379902143	0.391326538048	0.357338088206
Endothelial	0.95	0.823695033037	0.916395238921	0.525501214725	0.521640646928
Astrocyte	0.954545454545	0.926035511759	0.910075905117	0.59130997147	0.579360402199
Ependymal	1.0	0.255	0.915731141585	0.0765831318225	0.0660566540498
Mural	0.666666666667	0.766111111111	0.914146927714	0.317545695255	0.257988317141
Global Evaluations	0.911163934426	0.793194685364	0.909905739971	0.534229001756	0.540223416849
