 	Accuracy	Sensitivity	Specificity	MCC	F1
Interneuron	0.71875	0.773850211609	0.924516250445	0.586724038442	0.619834890548
S1 Pyramidal	0.891304347826	0.857021374085	0.918145079361	0.673229236832	0.710370830908
CA1 Pyramidal	0.903225806452	0.966708598333	0.884062867054	0.812581735529	0.871192466812
Oligodendrocyte	0.913043478261	0.98984510206	0.880259180827	0.806562689701	0.854161793463
Microglia	1.0	0.772792485292	0.914664443956	0.390709512885	0.354646515841
Endothelial	0.714285714286	0.869100059932	0.913891454742	0.535566883489	0.52268683836
Astrocyte	0.958333333333	0.909432347278	0.910154712712	0.57681177662	0.567493068931
Ependymal	0.5	0.276666666667	0.915772412891	0.0592158256957	0.0482976595769
Mural	0.444444444444	0.581349206349	0.916527364783	0.238817388048	0.203844988227
Global Evaluations	0.910174863388	0.777418450178	0.908665974086	0.520024343027	0.52805878363
