 	Accuracy	Sensitivity	Specificity	MCC	F1
Interneuron	0.862068965517	0.827152560084	0.922415887928	0.620327670874	0.646286783041
S1 Pyramidal	1.0	0.852250379481	0.921619837852	0.675913111576	0.712260542157
CA1 Pyramidal	0.946808510638	0.959129809776	0.891424504803	0.816189786857	0.87425814067
Oligodendrocyte	0.987179487179	0.979020582194	0.887865040919	0.809749625714	0.858707479039
Microglia	0.785714285714	0.761046176046	0.917454239147	0.390550390712	0.356928059931
Endothelial	0.933333333333	0.855681114551	0.916879967036	0.537944452875	0.530010927996
Astrocyte	0.869565217391	0.924265873016	0.912012154399	0.591312494371	0.580338651599
Ependymal	0.5	0.345	0.918065019727	0.0790470642479	0.0572928458704
Mural	1.0	0.714722222222	0.916481953822	0.299845339535	0.246529509218
Global Evaluations	0.912803278689	0.802029857486	0.91157984507	0.535653326307	0.540290326614
