 	Accuracy	Sensitivity	Specificity	MCC	F1
Interneuron	0.75	0.810163913174	0.922599275439	0.608600375407	0.636543917902
S1 Pyramidal	0.939393939394	0.851300682787	0.920711948279	0.67527887784	0.712960273689
CA1 Pyramidal	0.978723404255	0.957870756797	0.891275917628	0.814926007126	0.872943205299
Oligodendrocyte	0.929411764706	0.984415710841	0.884950457215	0.811536814926	0.859822702284
Microglia	0.625	0.753746074187	0.916425879679	0.393257568102	0.362082138283
Endothelial	0.941176470588	0.833592879257	0.917168873267	0.529474905778	0.526347020037
Astrocyte	0.904761904762	0.912719744024	0.911606036183	0.579460870337	0.567729982386
Ependymal	0.75	0.375	0.91738742191	0.0849035274004	0.060292915126
Mural	0.833333333333	0.781428571429	0.915395420336	0.318786056241	0.256092473351
Global Evaluations	0.912098360656	0.806693148055	0.910835692215	0.535136111462	0.539423847595
