 	Accuracy	Sensitivity	Specificity	MCC	F1
Interneuron	0.861111111111	0.825601077437	0.921251691105	0.613504162443	0.639433786249
S1 Pyramidal	0.837837837838	0.843311489972	0.92209910275	0.673515590931	0.711041627401
CA1 Pyramidal	0.923913043478	0.962220594852	0.88847847869	0.81452321889	0.872997673219
Oligodendrocyte	0.988505747126	0.972901571771	0.888827645818	0.806430353226	0.856523897004
Microglia	0.666666666667	0.764851259851	0.916755602481	0.390679170598	0.356601964587
Endothelial	0.894736842105	0.855250036857	0.916238741995	0.531349852656	0.521669577977
Astrocyte	0.722222222222	0.928145424837	0.910573276415	0.58728467178	0.574248034511
Ependymal	0.0	0.393333333333	0.916088959251	0.10462777526	0.0762554466231
Mural	0.25	0.772294372294	0.915069162013	0.308685438712	0.245423799627
Global Evaluations	0.911808743169	0.813101017912	0.910598073391	0.536733359389	0.539355089689
