 	Accuracy	Sensitivity	Specificity	MCC	F1
Interneuron	0.892857142857	0.824171331705	0.921252997253	0.61663662719	0.643428665259
S1 Pyramidal	0.875	0.859757575014	0.91977513518	0.678277993664	0.713951896717
CA1 Pyramidal	0.928571428571	0.959004001735	0.889976393196	0.81409513253	0.87248212496
Oligodendrocyte	1.0	0.971956830767	0.889320565351	0.806252997344	0.856407382463
Microglia	0.666666666667	0.764754689755	0.916735152253	0.386704827231	0.350807737406
Endothelial	0.722222222222	0.823851696549	0.917711640772	0.519518597947	0.514970093267
Astrocyte	0.652173913043	0.937079878065	0.910121902304	0.594585670661	0.581733803162
Ependymal	0.5	0.3375	0.916046638553	0.0918271851172	0.069692353644
Mural	0.2	0.751666666667	0.914787341146	0.317976295113	0.260208494857
Global Evaluations	0.911808743169	0.80330474114	0.910636418445	0.536208369644	0.540409172415
