 	Accuracy	Sensitivity	Specificity	MCC	F1
Interneuron	0.93023255814	0.871353778005	0.917196166325	0.63642052833	0.656163416278
S1 Pyramidal	0.794117647059	0.906395790101	0.9145257927	0.697375049913	0.726019465252
CA1 Pyramidal	0.989247311828	0.942014502756	0.899380642946	0.811368376412	0.871567113514
Oligodendrocyte	1.0	0.96645895265	0.892266708234	0.806287498664	0.856958168094
Microglia	0.8	0.821325757576	0.915992240618	0.41745073408	0.375469591103
Endothelial	0.842105263158	0.875496425009	0.916256127988	0.543761483791	0.530585893274
Astrocyte	1.0	0.885573063093	0.91406914677	0.573393850021	0.56813177274
Ependymal	1.0	0.2	0.918729133819	0.0470358949	0.0445935545936
Mural	1.0	0.689206349206	0.918047692614	0.273235126313	0.221699085019
Global Evaluations	0.912775956284	0.795313846488	0.911829294668	0.534036504714	0.539020895541
