 	Accuracy	Sensitivity	Specificity	MCC	F1
Interneuron	0.866666666667	0.813688524983	0.919086714715	0.601921556865	0.629634163537
S1 Pyramidal	0.953488372093	0.852918239774	0.917705970181	0.667658906102	0.705196728334
CA1 Pyramidal	0.978260869565	0.948944892674	0.890863164988	0.805529163331	0.866923656692
Oligodendrocyte	0.903614457831	0.987180797313	0.879130390739	0.804581067936	0.853671172849
Microglia	0.777777777778	0.773974358974	0.91331670789	0.388810817808	0.352373941473
Endothelial	0.833333333333	0.840463020983	0.913045271833	0.518894136391	0.511001586076
Astrocyte	0.888888888889	0.920491003384	0.907633700068	0.576375805333	0.564018581702
Ependymal	0.5	0.225	0.914387168876	0.0510483085405	0.0447681112197
Mural	0.6	0.679761904762	0.91306745369	0.272970358268	0.22305728516
Global Evaluations	0.908819672131	0.782491415872	0.907581838109	0.520865568953	0.527849469671
