 	Accuracy	Sensitivity	Specificity	MCC	F1
Interneuron	0.037037037037	0.0267183509442	0.621619075015	-0.217963365017	0.0104483170559
S1 Pyramidal	0.229166666667	0.185524596608	0.620159276755	-0.1364344501	0.0982160736612
CA1 Pyramidal	-0.255102040816	1.0	0.362535535614	0.389328821626	0.589955683357
Oligodendrocyte	0.513513513514	0.503336502007	0.586538647717	0.0804172207954	0.385023897648
Microglia	0.25	0.356291486291	0.570761598021	-0.025413683851	0.0510362626203
Endothelial	0.882352941176	0.617447561786	0.55986839382	0.0862171454983	0.142666265297
Astrocyte	0.428571428571	0.421750021079	0.574185066887	-0.00402917542764	0.110895178303
Ependymal	0.0	0.0833333333333	0.567959059068	-0.0638978069408	0.00325085548829
Mural	0.75	0.430952380952	0.566385859235	6.69010982395e-05	0.0376730191532
Global Evaluations	0.563726775956	0.402817137	0.558890279126	0.0120324008535	0.158796172509
