 	Accuracy	Sensitivity	Specificity	MCC	F1
Interneuron	0.918918918919	0.868798616621	0.918191626904	0.636262370835	0.656212497028
S1 Pyramidal	0.888888888889	0.910238052108	0.914620205804	0.703235409877	0.732345352977
CA1 Pyramidal	0.988764044944	0.946429041578	0.899216133076	0.815463179621	0.874306097082
Oligodendrocyte	0.987012987013	0.968084165419	0.893965011358	0.808968168432	0.858661416771
Microglia	0.833333333333	0.781273726274	0.918425310639	0.397233750082	0.360434683442
Endothelial	0.833333333333	0.858972431078	0.917707462498	0.543372216443	0.5351255248
Astrocyte	0.894736842105	0.904316586922	0.915191337992	0.585753020195	0.578490496254
Ependymal	0.0	0.16	0.920109369765	0.0397781123175	0.0423409961686
Mural	0.428571428571	0.599404761905	0.920526492505	0.246362408871	0.20947029822
Global Evaluations	0.914131147541	0.777501931323	0.913105883393	0.530714292964	0.53859859586
